1  X3400
34  X3399
595  X3398
7140  X3397
66045  X3396
501942  X3395
3262623  X3394
18643560  X3393
95548245  X3392
445891810  X3391
1917334783  X3390
7669339132  X3389
28760021745  X3388
101766230790  X3387
341643774795  X3386
1093260079344  X3385
3348108992991  X3384
9847379391150  X3383
27900908274925  X3382
76360380541900  X3381
202355008436035  X3380
520341450264090  X3379
1300853625660225  X3378
3167295784216200  X3377
7522327487513475  X3376
17451799771031262  X3375
39602161018878633  X3374
88004802264174740  X3373
191724747789809255  X3372
409894288378212890  X3371
860778005594247069  X3370
1777090076065542336  X3369
3609714217008132870  X3368
7219428434016265740  X3367
14226520737620288370  X3366
27640097433090845976  X3365
52976853413424121454  X3364
100226479430802391940  X3363
187265264199657100730  X3362
345720487753213109040  X3361
630939890149613923998  X3360
1138769557831010496972  X3359
2033517067555375887450  X3358
3594123189167641103400  X3357
6289715581043371930950  X3356
10902173673808511346980  X3355
18723298265888530356770  X3354
31869443856831541032800  X3353
53779686508403225492850  X3352
89998659054878867151300  X3351
149397774031098919471158  X3350
246066921933574690893672  X3349
402224776237574013960810  X3348
652666618045874815106220  X3347
1051518440185020535448910  X3346
1682429504296032856718256  X3345
2673861176470480790141514  X3344
4221886068111285458118180  X3343
6623993658588396149806110  X3342
10328939264239532979358680  X3341
16009855859571276118005954  X3340
24670925422945900903156716  X3339
37802224438384848158062710  X3338
57603389620395959098000320  X3337
87305137393412625507906735  X3336
131629284070068266150382462  X3335
197443926105102399225573693  X3334
294692427022540894366527900  X3333
437704928371715151926754675  X3332
647042068027752833283028650  X3331
952076185812264883259313585  X3330
1394590469358810533224910040  X3329
2033777767814932027619660475  X3328
2953156758744969793529917950  X3327
4270105043050159025779746225  X3326
6148951261992228997122834564  X3325
8818890625752012640610381151  X3324
12598415179645732343729115930  X3323
17928513909495849873768357285  X3322
25417639972956141593190582480  X3321
35902416461800550000381697753  X3320
50529326872163737037574241282  X3319
70864299881693045845378509115  X3318
99039262485257750820047072980  X3317
137947544175894724356494137365  X3316
191503649561830323224309508342  X3315
264987608114625679810381761543  X3314
365500149123621627324664498680  X3313
502562705044979737571413685685  X3312
688906179949298067232724378130  X3311
941505112597374025218056650111  X3310
1282930043539278891505923347404  X3309
1743111472200107189546091504625  X3308
2361634897819500063255994941750  X3307
3190719489607196893973525080875  X3306
4299074680733907393985381161600  X3305
5776881602236188060667855935900  X3304
7742212456605200493678569811000  X3303
10349283998115114945631557604500  X3302
13799045330820153260842076806000  X3301
18352730289990803836919962151946  X3300
24349166919393739744032425032164  X3299
32226838569785832014160562523870  X3298
42551942189231778193454723116440  X3297
56054000768507246274070162179570  X3296
73670972438609523674492199035532  X3295
96606275178931356516551002637958  X3294
126400733878975606657169047421760  X3293
165023180341995930913523835282770  X3292
214984326684068093483662325156260  X3291
279479624689288521528715541738518  X3290
362568161759077000901941272032072  X3289
469396280848805045809908715390770  X3288
